what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1356656355925
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1356656385191
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356656392882
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356656404457
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1356656404940
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1356656405050
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1356656412912
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1356656442022
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1356656454658
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356656457747
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356656466873
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356656494063
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356656512674
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356656512861
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1356656517495
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1356656542049
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356656546558
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356656546776
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1356656559131
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356656561596
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356656561924
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1356656564888
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1356656575792
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1356656586930
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1356656599317
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356656601470
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356656603654
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356656633340
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356656636117
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1356656646788
